1.0000371E+005	1.8213521E+000	-4.9484305E-002
6.8243391E+004	1.8245953E+000	-3.0549744E-002
4.6568813E+004	1.8254071E+000	-1.8884638E-002
3.1788156E+004	1.8240173E+000	-1.0322821E-002
2.1693141E+004	1.8284303E+000	-5.3931358E-003
1.4799215E+004	1.8272126E+000	-1.4660901E-003
1.0104291E+004	1.8230149E+000	2.3761874E-003
6.8929868E+003	1.8280920E+000	3.8243108E-003
4.7034917E+003	1.8292120E+000	3.3510730E-003
3.2110288E+003	1.8317281E+000	6.7295744E-003
2.1907017E+003	1.8353102E+000	8.2291383E-003
1.4954806E+003	1.8388467E+000	1.2612667E-002
1.0203272E+003	1.8376718E+000	1.8015627E-002
6.9656000E+002	1.8409483E+000	2.1748502E-002
4.7515182E+002	1.8456252E+000	2.4008092E-002
3.2427386E+002	1.8477668E+000	3.2401688E-002
2.2134558E+002	1.8563890E+000	4.2243365E-002
1.5101508E+002	1.8596343E+000	5.0678425E-002
1.0311902E+002	1.8664044E+000	7.1654752E-002
7.0337952E+001	1.8790230E+000	9.4708249E-002
4.8017799E+001	1.8906109E+000	1.2601297E-001
3.2766609E+001	1.9087646E+000	1.6771545E-001
2.2353380E+001	1.9366486E+000	2.2182240E-001
1.5258789E+001	1.9763064E+000	2.9287255E-001
1.0416656E+001	2.0406861E+000	3.8970634E-001
7.1087480E+000	2.1321602E+000	5.0739688E-001
4.8494711E+000	2.2816591E+000	6.3177872E-001
3.3103824E+000	2.5027826E+000	7.4126977E-001
2.2579505E+000	2.7657497E+000	7.8797859E-001
1.5409291E+000	3.0507479E+000	7.5233036E-001
1.0523275E+000	3.2799184E+000	6.3734651E-001
7.1779639E-001	3.4373360E+000	4.9137804E-001
4.8987344E-001	3.5388339E+000	3.6603034E-001
3.3451095E-001	3.6010852E+000	2.7258438E-001
2.2816882E-001	3.6403718E+000	2.1077356E-001
1.5578270E-001	3.6606512E+000	1.7017399E-001
1.0627061E-001	3.6676333E+000	1.3509153E-001
7.2541833E-002	3.6757219E+000	1.0637373E-001
4.9500093E-002	3.6966391E+000	6.1243605E-002
3.3782944E-002	3.7513931E+000	7.8193117E-003
2.3053512E-002	3.8508842E+000	-3.4698822E-002
