1.0000371E+005	1.6689075E+000	-5.4406200E-002
6.8243391E+004	1.6697216E+000	-2.5317682E-002
4.6568813E+004	1.6782124E+000	-4.7626146E-003
3.1788156E+004	1.6832644E+000	1.0610009E-002
2.1693141E+004	1.6880803E+000	2.4086827E-002
1.4799215E+004	1.6969492E+000	4.0303111E-002
1.0104291E+004	1.7106085E+000	5.2587047E-002
6.8929868E+003	1.7191848E+000	6.5984406E-002
4.7034917E+003	1.7376480E+000	8.4991850E-002
3.2110288E+003	1.7521696E+000	1.0457230E-001
2.1907017E+003	1.7744821E+000	1.2682618E-001
1.4954806E+003	1.7987075E+000	1.5426959E-001
1.0203272E+003	1.8351791E+000	1.8964480E-001
6.9656000E+002	1.8743839E+000	2.2628020E-001
4.7515182E+002	1.9212917E+000	2.7583680E-001
3.2427386E+002	1.9800746E+000	3.3576205E-001
2.2134558E+002	2.0464385E+000	4.0923753E-001
1.5101508E+002	2.1319931E+000	4.9452078E-001
1.0311902E+002	2.2239389E+000	6.0024410E-001
7.0337952E+001	2.3417342E+000	7.3556620E-001
4.8017799E+001	2.4749236E+000	9.0556502E-001
3.2766609E+001	2.6357265E+000	1.1273601E+000
2.2353380E+001	2.8401058E+000	1.4261116E+000
1.5258789E+001	3.1115222E+000	1.8180705E+000
1.0416656E+001	3.4967575E+000	2.3278973E+000
7.1087480E+000	4.0950084E+000	2.9268150E+000
4.8494711E+000	4.9312968E+000	3.6093321E+000
3.3103824E+000	6.1347609E+000	4.2016487E+000
2.2579505E+000	7.6293120E+000	4.4840307E+000
1.5409291E+000	9.1974230E+000	4.2879958E+000
1.0523275E+000	1.0526502E+001	3.7060626E+000
7.1779639E-001	1.1451760E+001	2.9482362E+000
4.8987344E-001	1.2027063E+001	2.2309110E+000
3.3451095E-001	1.2354599E+001	1.6415260E+000
2.2816882E-001	1.2551718E+001	1.1914502E+000
1.5578270E-001	1.2687132E+001	8.5525715E-001
1.0627061E-001	1.2801712E+001	6.1076909E-001
7.2541833E-002	1.2938496E+001	4.3717161E-001
4.9500093E-002	1.3108346E+001	3.0549139E-001
3.3782944E-002	1.3329760E+001	2.8797659E-001
