1.0000371E+005	1.6102524E+000	-1.3007718E-001
6.8243391E+004	1.6133463E+000	-8.5079640E-002
4.6568813E+004	1.6138766E+000	-5.4605562E-002
3.1788156E+004	1.6163347E+000	-3.4081217E-002
2.1693141E+004	1.6209773E+000	-1.8003758E-002
1.4799215E+004	1.6249062E+000	-7.7018146E-003
1.0104291E+004	1.6276141E+000	-1.9453067E-003
6.8929868E+003	1.6305227E+000	4.2965636E-003
4.7034917E+003	1.6309428E+000	9.5561435E-003
3.2110288E+003	1.6342993E+000	1.3797939E-002
2.1907017E+003	1.6370656E+000	1.9345725E-002
1.4954806E+003	1.6414558E+000	2.0439897E-002
1.0203272E+003	1.6472352E+000	2.8920304E-002
6.9656000E+002	1.6513993E+000	3.7429929E-002
4.7515182E+002	1.6553459E+000	4.6550170E-002
3.2427386E+002	1.6639192E+000	5.4547448E-002
2.2134558E+002	1.6733210E+000	7.1807489E-002
1.5101508E+002	1.6843042E+000	9.1186389E-002
1.0311902E+002	1.6965617E+000	1.1824507E-001
7.0337952E+001	1.7153138E+000	1.5745904E-001
4.8017799E+001	1.7420284E+000	2.0797057E-001
3.2766609E+001	1.7747437E+000	2.7199084E-001
2.2353380E+001	1.8177799E+000	3.5752493E-001
1.5258789E+001	1.8834437E+000	4.7152057E-001
1.0416656E+001	1.9772717E+000	6.2194633E-001
7.1087480E+000	2.1363711E+000	8.0412453E-001
4.8494711E+000	2.3608327E+000	1.0155694E+000
3.3103824E+000	2.6820722E+000	1.2031307E+000
2.2579505E+000	3.1229317E+000	1.3393548E+000
1.5409291E+000	3.6032605E+000	1.3157837E+000
1.0523275E+000	4.0425968E+000	1.1636578E+000
7.1779639E-001	4.3578763E+000	9.4559842E-001
4.8987344E-001	4.5503297E+000	7.2767425E-001
3.3451095E-001	4.6590939E+000	5.3991812E-001
2.2816882E-001	4.7214265E+000	3.9477006E-001
1.5578270E-001	4.7702065E+000	2.8224564E-001
