1.0000371E+005	1.6050140E+000	-1.2449124E-001
6.8243391E+004	1.6025400E+000	-8.0999374E-002
4.6568813E+004	1.6084120E+000	-4.9573433E-002
3.1788156E+004	1.6121548E+000	-2.8208189E-002
2.1693141E+004	1.6183435E+000	-1.1997883E-002
1.4799215E+004	1.6215047E+000	-2.7378197E-003
1.0104291E+004	1.6281939E+000	5.3173527E-003
6.8929868E+003	1.6306363E+000	1.0669524E-002
4.7034917E+003	1.6337742E+000	1.5676241E-002
3.2110288E+003	1.6373436E+000	1.7509254E-002
2.1907017E+003	1.6420794E+000	1.7538659E-002
1.4954806E+003	1.6458380E+000	2.3552958E-002
1.0203272E+003	1.6528828E+000	3.0133856E-002
6.9656000E+002	1.6572481E+000	3.5041571E-002
4.7515182E+002	1.6613468E+000	4.5131620E-002
3.2427386E+002	1.6694759E+000	5.5720963E-002
2.2134558E+002	1.6810664E+000	7.2864860E-002
1.5101508E+002	1.6893382E+000	9.2348412E-002
1.0311902E+002	1.7055627E+000	1.1967183E-001
7.0337952E+001	1.7260702E+000	1.5270618E-001
4.8017799E+001	1.7473655E+000	2.0324573E-001
3.2766609E+001	1.7836804E+000	2.6865521E-001
2.2353380E+001	1.8265175E+000	3.5199976E-001
1.5258789E+001	1.8902537E+000	4.6323413E-001
1.0416656E+001	1.9907451E+000	6.0852122E-001
7.1087480E+000	2.1534901E+000	7.8166568E-001
4.8494711E+000	2.3812301E+000	9.6284330E-001
3.3103824E+000	2.7051907E+000	1.1196629E+000
2.2579505E+000	3.1184175E+000	1.2086098E+000
1.5409291E+000	3.5320961E+000	1.1479464E+000
1.0523275E+000	3.8764772E+000	9.8021448E-001
7.1779639E-001	4.1180592E+000	7.6563543E-001
4.8987344E-001	4.2798018E+000	5.5791932E-001
3.3451095E-001	4.4112248E+000	3.9217919E-001
2.2816882E-001	4.5225286E+000	2.9194096E-001
1.5578270E-001	4.6190057E+000	2.4996401E-001
